GRAND PRIX,DATE,PTS
United States,10 Mar 1991,0
Brazil,24 Mar 1991,0
San Marino,28 Apr 1991,4
Monaco,12 May 1991,1
Canada,02 Jun 1991,0
Mexico,16 Jun 1991,0
France,07 Jul 1991,0
Great Britain,14 Jul 1991,0
Germany,28 Jul 1991,0
Hungary,11 Aug 1991,0
Belgium,25 Aug 1991,0
Italy,08 Sep 1991,0
Portugal,22 Sep 1991,0
Spain,29 Sep 1991,0
Japan,20 Oct 1991,0
Australia,03 Nov 1991,0
