GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Argentina,13 Jan 1974,Ferrari,2,6
Brazil,27 Jan 1974,Ferrari,DNF,0
South Africa,30 Mar 1974,Ferrari,DNF,0
Spain,28 Apr 1974,Ferrari,1,9
Belgium,12 May 1974,Ferrari,2,6
Monaco,26 May 1974,Ferrari,DNF,0
Sweden,09 Jun 1974,Ferrari,DNF,0
Netherlands,23 Jun 1974,Ferrari,1,9
France,07 Jul 1974,Ferrari,2,6
Great Britain,20 Jul 1974,Ferrari,5,2
Germany,04 Aug 1974,Ferrari,DNF,0
Austria,18 Aug 1974,Ferrari,DNF,0
Italy,08 Sep 1974,Ferrari,DNF,0
Canada,22 Sep 1974,Ferrari,DNF,0
United States,06 Oct 1974,Ferrari,DNF,0
