GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Argentina,13 Jan 1974,Tyrrell Ford,DNF,0
Brazil,27 Jan 1974,Tyrrell Ford,13,0
South Africa,30 Mar 1974,Tyrrell Ford,8,0
Spain,28 Apr 1974,Tyrrell Ford,5,2
Belgium,12 May 1974,Tyrrell Ford,3,4
Monaco,26 May 1974,Tyrrell Ford,2,6
Sweden,09 Jun 1974,Tyrrell Ford,1,9
Netherlands,23 Jun 1974,Tyrrell Ford,5,2
France,07 Jul 1974,Tyrrell Ford,4,3
Great Britain,20 Jul 1974,Tyrrell Ford,1,9
Germany,04 Aug 1974,Tyrrell Ford,2,6
Austria,18 Aug 1974,Tyrrell Ford,DNF,0
Italy,08 Sep 1974,Tyrrell Ford,3,4
Canada,22 Sep 1974,Tyrrell Ford,DNF,0
United States,06 Oct 1974,Tyrrell Ford,DNF,0
