GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Monaco,10 May 1964,BRP BRM,DNF,0
Belgium,14 Jun 1964,BRP BRM,7,0
France,28 Jun 1964,BRP BRM,DNF,0
Great Britain,11 Jul 1964,Lotus BRM,DNF,0
Austria,23 Aug 1964,BRP BRM,DNF,0
United States,04 Oct 1964,BRP BRM,6,1
Mexico,25 Oct 1964,BRP BRM,DNF,0
