GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,26 Mar 2017,Williams Mercedes,6,8
China,09 Apr 2017,Williams Mercedes,14,0
Bahrain,16 Apr 2017,Williams Mercedes,6,8
Russia,30 Apr 2017,Williams Mercedes,9,2
Spain,14 May 2017,Williams Mercedes,13,0
Monaco,28 May 2017,Williams Mercedes,9,2
Canada,11 Jun 2017,Williams Mercedes,DNF,0
Azerbaijan,25 Jun 2017,Williams Mercedes,DNF,0
Austria,09 Jul 2017,Williams Mercedes,9,2
Great Britain,16 Jul 2017,Williams Mercedes,10,1
Belgium,27 Aug 2017,Williams Mercedes,8,4
Italy,03 Sep 2017,Williams Mercedes,8,4
Singapore,17 Sep 2017,Williams Mercedes,11,0
Malaysia,01 Oct 2017,Williams Mercedes,9,2
Japan,08 Oct 2017,Williams Mercedes,10,1
United States,22 Oct 2017,Williams Mercedes,9,2
Mexico,29 Oct 2017,Williams Mercedes,11,0
Brazil,12 Nov 2017,Williams Mercedes,7,6
Abu Dhabi,26 Nov 2017,Williams Mercedes,10,1
