GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,26 Mar 2017,Red Bull Racing TAG Heuer,DNF,0
China,09 Apr 2017,Red Bull Racing TAG Heuer,4,12
Bahrain,16 Apr 2017,Red Bull Racing TAG Heuer,5,10
Russia,30 Apr 2017,Red Bull Racing TAG Heuer,DNF,0
Spain,14 May 2017,Red Bull Racing TAG Heuer,3,15
Monaco,28 May 2017,Red Bull Racing TAG Heuer,3,15
Canada,11 Jun 2017,Red Bull Racing TAG Heuer,3,15
Azerbaijan,25 Jun 2017,Red Bull Racing TAG Heuer,1,25
Austria,09 Jul 2017,Red Bull Racing TAG Heuer,3,15
Great Britain,16 Jul 2017,Red Bull Racing TAG Heuer,5,10
Hungary,30 Jul 2017,Red Bull Racing TAG Heuer,DNF,0
Belgium,27 Aug 2017,Red Bull Racing TAG Heuer,3,15
Italy,03 Sep 2017,Red Bull Racing TAG Heuer,4,12
Singapore,17 Sep 2017,Red Bull Racing TAG Heuer,2,18
Malaysia,01 Oct 2017,Red Bull Racing TAG Heuer,3,15
Japan,08 Oct 2017,Red Bull Racing TAG Heuer,3,15
United States,22 Oct 2017,Red Bull Racing TAG Heuer,DNF,0
Mexico,29 Oct 2017,Red Bull Racing TAG Heuer,DNF,0
Brazil,12 Nov 2017,Red Bull Racing TAG Heuer,6,8
Abu Dhabi,26 Nov 2017,Red Bull Racing TAG Heuer,DNF,0
