GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,26 Mar 2017,Mercedes,3,15
China,09 Apr 2017,Mercedes,6,8
Bahrain,16 Apr 2017,Mercedes,3,15
Russia,30 Apr 2017,Mercedes,1,25
Spain,14 May 2017,Mercedes,DNF,0
Monaco,28 May 2017,Mercedes,4,12
Canada,11 Jun 2017,Mercedes,2,18
Azerbaijan,25 Jun 2017,Mercedes,2,18
Austria,09 Jul 2017,Mercedes,1,25
Great Britain,16 Jul 2017,Mercedes,2,18
Hungary,30 Jul 2017,Mercedes,3,15
Belgium,27 Aug 2017,Mercedes,5,10
Italy,03 Sep 2017,Mercedes,2,18
Singapore,17 Sep 2017,Mercedes,3,15
Malaysia,01 Oct 2017,Mercedes,5,10
Japan,08 Oct 2017,Mercedes,4,12
United States,22 Oct 2017,Mercedes,5,10
Mexico,29 Oct 2017,Mercedes,2,18
Brazil,12 Nov 2017,Mercedes,2,18
Abu Dhabi,26 Nov 2017,Mercedes,1,25
