GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,26 Mar 2017,Force India Mercedes,7,6
China,09 Apr 2017,Force India Mercedes,9,2
Bahrain,16 Apr 2017,Force India Mercedes,7,6
Russia,30 Apr 2017,Force India Mercedes,6,8
Spain,14 May 2017,Force India Mercedes,4,12
Monaco,28 May 2017,Force India Mercedes,13,0
Canada,11 Jun 2017,Force India Mercedes,5,10
Azerbaijan,25 Jun 2017,Force India Mercedes,DNF,0
Austria,09 Jul 2017,Force India Mercedes,7,6
Great Britain,16 Jul 2017,Force India Mercedes,9,2
Hungary,30 Jul 2017,Force India Mercedes,8,4
Belgium,27 Aug 2017,Force India Mercedes,DNF,0
Italy,03 Sep 2017,Force India Mercedes,9,2
Singapore,17 Sep 2017,Force India Mercedes,5,10
Malaysia,01 Oct 2017,Force India Mercedes,6,8
Japan,08 Oct 2017,Force India Mercedes,7,6
United States,22 Oct 2017,Force India Mercedes,8,4
Mexico,29 Oct 2017,Force India Mercedes,7,6
Brazil,12 Nov 2017,Force India Mercedes,9,2
Abu Dhabi,26 Nov 2017,Force India Mercedes,7,6
