GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,26 Mar 2017,Ferrari,4,12
China,09 Apr 2017,Ferrari,5,10
Bahrain,16 Apr 2017,Ferrari,4,12
Russia,30 Apr 2017,Ferrari,3,15
Spain,14 May 2017,Ferrari,DNF,0
Monaco,28 May 2017,Ferrari,2,18
Canada,11 Jun 2017,Ferrari,7,6
Azerbaijan,25 Jun 2017,Ferrari,DNF,0
Austria,09 Jul 2017,Ferrari,5,10
Great Britain,16 Jul 2017,Ferrari,3,15
Hungary,30 Jul 2017,Ferrari,2,18
Belgium,27 Aug 2017,Ferrari,4,12
Italy,03 Sep 2017,Ferrari,5,10
Singapore,17 Sep 2017,Ferrari,DNF,0
Malaysia,01 Oct 2017,Ferrari,DNS,0
Japan,08 Oct 2017,Ferrari,5,10
United States,22 Oct 2017,Ferrari,3,15
Mexico,29 Oct 2017,Ferrari,3,15
Brazil,12 Nov 2017,Ferrari,3,15
Abu Dhabi,26 Nov 2017,Ferrari,4,12
