GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,26 Mar 2017,Renault,11,0
China,09 Apr 2017,Renault,12,0
Bahrain,16 Apr 2017,Renault,9,2
Russia,30 Apr 2017,Renault,8,4
Spain,14 May 2017,Renault,6,8
Monaco,28 May 2017,Renault,DNF,0
Canada,11 Jun 2017,Renault,8,4
Azerbaijan,25 Jun 2017,Renault,DNF,0
Austria,09 Jul 2017,Renault,13,0
Great Britain,16 Jul 2017,Renault,6,8
Hungary,30 Jul 2017,Renault,DNF,0
Belgium,27 Aug 2017,Renault,6,8
Italy,03 Sep 2017,Renault,13,0
Singapore,17 Sep 2017,Renault,DNF,0
Malaysia,01 Oct 2017,Renault,16,0
Japan,08 Oct 2017,Renault,DNF,0
United States,22 Oct 2017,Renault,DNF,0
Mexico,29 Oct 2017,Renault,DNF,0
Brazil,12 Nov 2017,Renault,10,1
Abu Dhabi,26 Nov 2017,Renault,6,8
