POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,11,Graham Hill,BRM,15,2:38:45.300,9
2,14,John Surtees,Lola Climax,15,+2.500s,6
3,7,Dan Gurney,Porsche,15,+4.400s,4
4,5,Jim Clark,Lotus Climax,15,+42.100s,3
5,9,Bruce McLaren,Cooper Climax,15,+79.600s,2
6,3,Ricardo Rodriguez,Ferrari,15,+83.800s,1
7,8,Jo Bonnier,Porsche,15,+277.300s,0
8,12,Richie Ginther,BRM,15,+300.100s,0
9,10,Tony Maggs,Cooper Climax,15,+306.800s,0
10,2,Giancarlo Baghetti,Ferrari,15,+494.700s,0
11,25,Ian Burgess,Cooper Climax,15,+495.300s,0
12,19,Jo Siffert,Lotus Climax,15,+498.500s,0
13,18,Carel Godin de Beaufort,Porsche,15,+551.800s,0
14,32,Heini Walter,Porsche,14,+1 lap,0
15,26,Nino Vaccarella,Porsche,14,+1 lap,0
16,21,Lucien Bianchi,ENB Maserati,14,+1 lap,0
17,20,Jackie Lewis,Cooper Climax,10,DNF,0
NC,16,Jack Brabham,Brabham Climax,9,DNF,0
NC,1,Phil Hill,Ferrari,9,DNF,0
NC,27,Keith Greene,Gilby BRM,7,DNF,0
NC,17,Maurice Trintignant,Lotus Climax,4,DNF,0
NC,4,Lorenzo Bandini,Ferrari,4,DNF,0
NC,15,Roy Salvadori,Lola Climax,4,DNF,0
NC,28,Heinz Schiller,Lotus BRM,4,DNF,0
NC,31,Bernard Collomb,Cooper Climax,2,DNF,0
NC,6,Trevor Taylor,Lotus Climax,0,DNF,0
