GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Monaco,14 May 1961,Cooper Climax,6,1
Netherlands,22 May 1961,Cooper Climax,12,0
Belgium,18 Jun 1961,Cooper Climax,DNF,0
France,02 Jul 1961,Cooper Climax,5,2
Great Britain,15 Jul 1961,Cooper Climax,8,0
Germany,06 Aug 1961,Cooper Climax,6,1
Italy,10 Sep 1961,Cooper Climax,3,4
United States,08 Oct 1961,Cooper Climax,4,3
