GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,03 Mar 2002,Jordan Honda,DNF,0
Malaysia,17 Mar 2002,Jordan Honda,13,0
Brazil,31 Mar 2002,Jordan Honda,DNF,0
San Marino,14 Apr 2002,Jordan Honda,DNF,0
Spain,28 Apr 2002,Jordan Honda,DNF,0
Austria,12 May 2002,Jordan Honda,5,2
Monaco,26 May 2002,Jordan Honda,5,2
Canada,09 Jun 2002,Jordan Honda,5,2
Europe,23 Jun 2002,Jordan Honda,DNF,0
Great Britain,07 Jul 2002,Jordan Honda,7,0
Germany,28 Jul 2002,Jordan Honda,DNF,0
Hungary,18 Aug 2002,Jordan Honda,6,1
Belgium,01 Sep 2002,Jordan Honda,DNF,0
Italy,15 Sep 2002,Jordan Honda,8,0
United States,29 Sep 2002,Jordan Honda,7,0
Japan,13 Oct 2002,Jordan Honda,DNF,0
