GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,03 Mar 2002,Williams BMW,DNF,0
Malaysia,17 Mar 2002,Williams BMW,1,10
Brazil,31 Mar 2002,Williams BMW,2,6
San Marino,14 Apr 2002,Williams BMW,3,4
Spain,28 Apr 2002,Williams BMW,DNF,0
Austria,12 May 2002,Williams BMW,4,3
Monaco,26 May 2002,Williams BMW,3,4
Canada,09 Jun 2002,Williams BMW,7,0
Europe,23 Jun 2002,Williams BMW,4,3
Great Britain,07 Jul 2002,Williams BMW,8,0
France,21 Jul 2002,Williams BMW,5,2
Germany,28 Jul 2002,Williams BMW,3,4
Hungary,18 Aug 2002,Williams BMW,3,4
Belgium,01 Sep 2002,Williams BMW,5,2
Italy,15 Sep 2002,Williams BMW,DNF,0
United States,29 Sep 2002,Williams BMW,16,0
Japan,13 Oct 2002,Williams BMW,DNF,0
