GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,03 Mar 2002,Sauber Petronas,DNF,0
Malaysia,17 Mar 2002,Sauber Petronas,5,2
Brazil,31 Mar 2002,Sauber Petronas,DNF,0
San Marino,14 Apr 2002,Sauber Petronas,10,0
Spain,28 Apr 2002,Sauber Petronas,4,3
Austria,12 May 2002,Sauber Petronas,DNF,0
Monaco,26 May 2002,Sauber Petronas,8,0
Canada,09 Jun 2002,Sauber Petronas,12,0
Europe,23 Jun 2002,Sauber Petronas,7,0
Great Britain,07 Jul 2002,Sauber Petronas,6,1
France,21 Jul 2002,Sauber Petronas,7,0
Germany,28 Jul 2002,Sauber Petronas,6,1
Hungary,18 Aug 2002,Sauber Petronas,9,0
Belgium,01 Sep 2002,Sauber Petronas,10,0
Italy,15 Sep 2002,Sauber Petronas,10,0
United States,29 Sep 2002,Sauber Petronas,9,0
Japan,13 Oct 2002,Sauber Petronas,7,0
