GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,03 Mar 2002,BAR Honda,DNF,0
Malaysia,17 Mar 2002,BAR Honda,DNF,0
Brazil,31 Mar 2002,BAR Honda,DNF,0
San Marino,14 Apr 2002,BAR Honda,DNF,0
Spain,28 Apr 2002,BAR Honda,DNF,0
Austria,12 May 2002,BAR Honda,DNF,0
Monaco,26 May 2002,BAR Honda,DNF,0
Canada,09 Jun 2002,BAR Honda,8,0
Europe,23 Jun 2002,BAR Honda,9,0
Great Britain,07 Jul 2002,BAR Honda,5,2
France,21 Jul 2002,BAR Honda,DNF,0
Germany,28 Jul 2002,BAR Honda,DNF,0
Hungary,18 Aug 2002,BAR Honda,12,0
Belgium,01 Sep 2002,BAR Honda,DNF,0
Italy,15 Sep 2002,BAR Honda,6,1
United States,29 Sep 2002,BAR Honda,12,0
Japan,13 Oct 2002,BAR Honda,DNF,0
