POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,6,Jacques Villeneuve,Williams Renault,77,1:46:21.134,10
2,5,Damon Hill,Williams Renault,77,+0.771s,6
3,3,Jean Alesi,Benetton Renault,77,+84.212s,4
4,7,Mika Hakkinen,McLaren Mercedes,76,+1 lap,3
5,9,Olivier Panis,Ligier Mugen Honda,76,+1 lap,2
6,11,Rubens Barrichello,Jordan Peugeot,75,+2 laps,1
7,18,Ukyo Katayama,Tyrrell Yamaha,74,+3 laps,0
8,16,Ricardo Rosset,Footwork Hart,74,+3 laps,0
9,1,Michael Schumacher,Ferrari,70,DNF,0
10,21,Giovanni Lavaggi,Minardi Ford,69,DNF,0
NC,4,Gerhard Berger,Benetton Renault,64,DNF,0
NC,15,Heinz-Harald Frentzen,Sauber Ford,50,DNF,0
NC,14,Johnny Herbert,Sauber Ford,35,DNF,0
NC,2,Eddie Irvine,Ferrari,31,DNF,0
NC,20,Pedro Lamy,Minardi Ford,24,DNF,0
NC,8,David Coulthard,McLaren Mercedes,23,DNF,0
NC,17,Jos Verstappen,Footwork Hart,10,DNF,0
NC,12,Martin Brundle,Jordan Peugeot,5,DNF,0
NC,10,Pedro Diniz,Ligier Mugen Honda,1,DNF,0
NC,19,Mika Salo,Tyrrell Yamaha,0,DNF,0
