GRAND PRIX,DATE,CAR,RACE POSITION,PTS
South Africa,01 Mar 1975,March Ford,DNF,0
Spain,27 Apr 1975,March Ford,6,0.5
Belgium,25 May 1975,March Ford,DNF,0
Sweden,08 Jun 1975,March Ford,DNF,0
Netherlands,22 Jun 1975,March Ford,14,0
France,06 Jul 1975,March Ford,18,0
Great Britain,19 Jul 1975,March Ford,DNF,0
Germany,03 Aug 1975,March Ford,7,0
Austria,17 Aug 1975,March Ford,17,0
Italy,07 Sep 1975,March Ford,DNF,0
