GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Argentina,12 Jan 1975,Brabham Ford,3,4
Brazil,26 Jan 1975,Brabham Ford,8,0
South Africa,01 Mar 1975,Brabham Ford,2,6
Spain,27 Apr 1975,Brabham Ford,3,2
Monaco,11 May 1975,Brabham Ford,9,0
Belgium,25 May 1975,Brabham Ford,3,4
Sweden,08 Jun 1975,Brabham Ford,2,6
Netherlands,22 Jun 1975,Brabham Ford,4,3
France,06 Jul 1975,Brabham Ford,14,0
Great Britain,19 Jul 1975,Brabham Ford,DNF,0
Germany,03 Aug 1975,Brabham Ford,1,9
Austria,17 Aug 1975,Brabham Ford,14,0
Italy,07 Sep 1975,Brabham Ford,4,3
United States,05 Oct 1975,Brabham Ford,DNF,0
