GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Argentina,12 Jan 1975,Ferrari,6,1
Brazil,26 Jan 1975,Ferrari,5,2
South Africa,01 Mar 1975,Ferrari,5,2
Spain,27 Apr 1975,Ferrari,DNF,0
Monaco,11 May 1975,Ferrari,1,9
Belgium,25 May 1975,Ferrari,1,9
Sweden,08 Jun 1975,Ferrari,1,9
Netherlands,22 Jun 1975,Ferrari,2,6
France,06 Jul 1975,Ferrari,1,9
Great Britain,19 Jul 1975,Ferrari,8,0
Germany,03 Aug 1975,Ferrari,3,4
Austria,17 Aug 1975,Ferrari,6,0.5
Italy,07 Sep 1975,Ferrari,3,4
United States,05 Oct 1975,Ferrari,1,9
