GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Argentina,12 Jan 1975,Brabham Ford,DNF,0
Brazil,26 Jan 1975,Brabham Ford,1,9
South Africa,01 Mar 1975,Brabham Ford,4,3
Spain,27 Apr 1975,Brabham Ford,DNF,0
Monaco,11 May 1975,Brabham Ford,3,4
Belgium,25 May 1975,Brabham Ford,8,0
Sweden,08 Jun 1975,Brabham Ford,DNF,0
Netherlands,22 Jun 1975,Brabham Ford,5,2
France,06 Jul 1975,Brabham Ford,DNF,0
Great Britain,19 Jul 1975,Brabham Ford,DNF,6
Germany,03 Aug 1975,Brabham Ford,DNF,0
Austria,17 Aug 1975,Brabham Ford,DNF,0
Italy,07 Sep 1975,Brabham Ford,DNF,0
United States,05 Oct 1975,Brabham Ford,DNF,0
