GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Argentina,12 Jan 1975,Penske Ford,7,0
Brazil,26 Jan 1975,Penske Ford,DNF,0
South Africa,01 Mar 1975,Penske Ford,8,0
Spain,27 Apr 1975,Penske Ford,DNF,0
Monaco,11 May 1975,Penske Ford,DNF,0
Belgium,25 May 1975,Penske Ford,11,0
Sweden,08 Jun 1975,Penske Ford,5,2
Netherlands,22 Jun 1975,Penske Ford,8,0
France,06 Jul 1975,Penske Ford,DNF,0
Great Britain,19 Jul 1975,March Ford,DNF,2
Germany,03 Aug 1975,March Ford,DNF,0
