GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Spain,27 Apr 1975,Frank Williams Racing Cars/Williams,7,0
Belgium,25 May 1975,Hill Ford,DNF,0
Sweden,08 Jun 1975,Hill Ford,6,1
Netherlands,22 Jun 1975,Hill Ford,7,0
France,06 Jul 1975,Hill Ford,7,0
Great Britain,19 Jul 1975,Hill Ford,DNF,0
Germany,03 Aug 1975,Hill Ford,DNF,0
Austria,17 Aug 1975,Hill Ford,15,0
Italy,07 Sep 1975,Hill Ford,DNF,0
United States,05 Oct 1975,Hill Ford,DNF,0
