GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Argentina,12 Jan 1975,Frank Williams Racing Cars/Williams,DNF,0
Brazil,26 Jan 1975,Frank Williams Racing Cars/Williams,11,0
South Africa,01 Mar 1975,Frank Williams Racing Cars/Williams,DNC,0
Belgium,25 May 1975,Frank Williams Racing Cars/Williams,DNF,0
Netherlands,22 Jun 1975,Frank Williams Racing Cars/Williams,DNF,0
France,06 Jul 1975,Frank Williams Racing Cars/Williams,11,0
Great Britain,19 Jul 1975,Frank Williams Racing Cars/Williams,DNF,0
Germany,03 Aug 1975,Frank Williams Racing Cars/Williams,2,6
Austria,17 Aug 1975,Frank Williams Racing Cars/Williams,DNF,0
Italy,07 Sep 1975,Frank Williams Racing Cars/Williams,DNF,0
