GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Argentina,12 Jan 1975,McLaren Ford,14,0
Brazil,26 Jan 1975,McLaren Ford,3,4
South Africa,01 Mar 1975,McLaren Ford,6,1
Spain,27 Apr 1975,McLaren Ford,1,4.5
Monaco,11 May 1975,McLaren Ford,6,1
Belgium,25 May 1975,McLaren Ford,DNF,0
Sweden,08 Jun 1975,McLaren Ford,DNF,0
Netherlands,22 Jun 1975,McLaren Ford,DNF,0
France,06 Jul 1975,McLaren Ford,3,4
Great Britain,19 Jul 1975,McLaren Ford,DNF,0
Germany,03 Aug 1975,McLaren Ford,DNF,0
Austria,17 Aug 1975,McLaren Ford,4,1.5
Italy,07 Sep 1975,McLaren Ford,DNF,0
United States,05 Oct 1975,McLaren Ford,3,4
