GRAND PRIX,DATE,PTS
Monaco,22 May 1966,0
Belgium,12 Jun 1966,6
France,03 Jul 1966,3
Great Britain,16 Jul 1966,2
Netherlands,24 Jul 1966,0
Germany,07 Aug 1966,6
Italy,04 Sep 1966,3
United States,02 Oct 1966,6
Mexico,23 Oct 1966,9
