GRAND PRIX,DATE,PTS
Belgium,12 Jun 1966,0
France,03 Jul 1966,2
Great Britain,16 Jul 1966,0
Netherlands,24 Jul 1966,0
Germany,07 Aug 1966,0
Mexico,23 Oct 1966,2
