GRAND PRIX,DATE,PTS
Austria,05 Jul 2020,6
Styria,12 Jul 2020,1
Hungary,19 Jul 2020,0
Great Britain,02 Aug 2020,6
70th Anniversary,09 Aug 2020,1
Spain,16 Aug 2020,2
Belgium,30 Aug 2020,4
Italy,06 Sep 2020,27
Tuscany,13 Sep 2020,6
Russia,27 Sep 2020,6
Eifel,11 Oct 2020,8
Portugal,25 Oct 2020,10
Emilia Romagna,01 Nov 2020,12
Turkey,15 Nov 2020,0
Bahrain,29 Nov 2020,8
Sakhir,06 Dec 2020,6
Abu Dhabi,13 Dec 2020,4
