GRAND PRIX,DATE,PTS
Austria,05 Jul 2020,4
Styria,12 Jul 2020,4
Hungary,19 Jul 2020,4
Great Britain,02 Aug 2020,20
70th Anniversary,09 Aug 2020,4
Spain,16 Aug 2020,0
Belgium,30 Aug 2020,23
Italy,06 Sep 2020,12
Tuscany,13 Sep 2020,12
Russia,27 Sep 2020,16
Eifel,11 Oct 2020,15
Portugal,25 Oct 2020,6
Emilia Romagna,01 Nov 2020,15
Turkey,15 Nov 2020,1
Bahrain,29 Nov 2020,8
Sakhir,06 Dec 2020,28
Abu Dhabi,13 Dec 2020,9
