GRAND PRIX,DATE,PTS
Austria,05 Jul 2020,26
Styria,12 Jul 2020,13
Hungary,19 Jul 2020,2
Great Britain,02 Aug 2020,10
70th Anniversary,09 Aug 2020,2
Spain,16 Aug 2020,9
Belgium,30 Aug 2020,6
Italy,06 Sep 2020,30
Tuscany,13 Sep 2020,8
Russia,27 Sep 2020,0
Eifel,11 Oct 2020,10
Portugal,25 Oct 2020,8
Emilia Romagna,01 Nov 2020,10
Turkey,15 Nov 2020,15
Bahrain,29 Nov 2020,22
Sakhir,06 Dec 2020,13
Abu Dhabi,13 Dec 2020,18
