GRAND PRIX,DRIVER,CAR,TIME
Monaco,John Surtees,Ferrari,1:34.500
Belgium,Jim Clark,Lotus Climax,3:58.100
Netherlands,Jim Clark,Lotus Climax,1:33.700
France,Jim Clark,Lotus Climax,2:21.600
Great Britain,John Surtees,Ferrari,1:36.000
Germany,John Surtees,Ferrari,8:47.000
Italy,Jim Clark,Lotus Climax,1:38.900
United States,Jim Clark,Lotus Climax,1:14.500
Mexico,Jim Clark,Lotus Climax,1:58.100
South Africa,Dan Gurney,Brabham Climax,1:29.100
