POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,17,Alan Jones,Shadow Ford,54,1:37:16.490,9
2,11,Niki Lauda,Ferrari,54,+20.130s,6
3,8,Hans-Joachim Stuck,Brabham Alfa Romeo,54,+34.500s,4
4,12,Carlos Reutemann,Ferrari,54,+34.750s,3
5,3,Ronnie Peterson,Tyrrell Ford,54,+62.090s,2
6,2,Jochen Mass,McLaren Ford,53,+1 lap,1
7,24,Rupert Keegan,Hesketh Ford,53,+1 lap,0
8,7,John Watson,Brabham Alfa Romeo,53,+1 lap,0
9,27,Patrick Neve,March Ford,53,+1 lap,0
10,30,Brett Lunger,McLaren Ford,53,+1 lap,0
11,28,Emerson Fittipaldi,Fittipaldi Ford,53,+1 lap,0
12,33,Hans Binder,Penske Ford,53,+1 lap,0
13,4,Patrick Depailler,Tyrrell Ford,53,+1 lap,0
14,34,Jean-Pierre Jarier,Penske Ford,52,+2 laps,0
15,19,Vittorio Brambilla,Surtees Ford,52,+2 laps,0
16,18,Vern Schuppan,Surtees Ford,52,+2 laps,0
17,36,Emilio de Villota,McLaren Ford,50,DNF,0
NC,20,Jody Scheckter,Wolf Ford,45,DNF,0
NC,1,James Hunt,McLaren Ford,43,DNF,0
NC,23,Patrick Tambay,Ensign Ford,41,DNF,0
NC,6,Gunnar Nilsson,Lotus Ford,38,DNF,0
NC,16,Arturo Merzario,Shadow Ford,29,DNF,0
NC,26,Jacques Laffite,Ligier Matra,21,DNF,0
NC,5,Mario Andretti,Lotus Ford,11,DNF,0
NC,10,Ian Scheckter,March Ford,2,DNF,0
NC,22,Clay Regazzoni,Ensign Ford,0,DNF,0
