GRAND PRIX,DATE,CAR,RACE POSITION,PTS
South Africa,14 Mar 1993,Ligier Renault,3,4
Brazil,28 Mar 1993,Ligier Renault,5,2
Europe,11 Apr 1993,Ligier Renault,DNF,0
Spain,09 May 1993,Ligier Renault,7,0
Monaco,23 May 1993,Ligier Renault,DNF,0
Canada,13 Jun 1993,Ligier Renault,DNF,0
France,04 Jul 1993,Ligier Renault,DNF,0
Great Britain,11 Jul 1993,Ligier Renault,7,0
Germany,25 Jul 1993,Ligier Renault,3,4
Hungary,15 Aug 1993,Ligier Renault,7,0
Belgium,29 Aug 1993,Ligier Renault,DNF,0
Italy,12 Sep 1993,Ligier Renault,DNF,0
Portugal,26 Sep 1993,Ligier Renault,DNF,0
Japan,24 Oct 1993,Ligier Renault,7,0
Australia,07 Nov 1993,Ligier Renault,9,0
