GRAND PRIX,DATE,CAR,RACE POSITION,PTS
South Africa,14 Mar 1993,McLaren Ford,2,6
Brazil,28 Mar 1993,McLaren Ford,1,10
Europe,11 Apr 1993,McLaren Ford,1,10
San Marino,25 Apr 1993,McLaren Ford,DNF,0
Spain,09 May 1993,McLaren Ford,2,6
Monaco,23 May 1993,McLaren Ford,1,10
Canada,13 Jun 1993,McLaren Ford,DNF,0
France,04 Jul 1993,McLaren Ford,4,3
Great Britain,11 Jul 1993,McLaren Ford,DNF,2
Germany,25 Jul 1993,McLaren Ford,4,3
Hungary,15 Aug 1993,McLaren Ford,DNF,0
Belgium,29 Aug 1993,McLaren Ford,4,3
Italy,12 Sep 1993,McLaren Ford,DNF,0
Portugal,26 Sep 1993,McLaren Ford,DNF,0
Japan,24 Oct 1993,McLaren Ford,1,10
Australia,07 Nov 1993,McLaren Ford,1,10
