GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Bahrain,28 Mar 2021,McLaren Mercedes,7,6
Emilia Romagna,18 Apr 2021,McLaren Mercedes,6,8
Portugal,02 May 2021,McLaren Mercedes,9,2
Spain,09 May 2021,McLaren Mercedes,6,8
Monaco,23 May 2021,McLaren Mercedes,12,0
Azerbaijan,06 Jun 2021,McLaren Mercedes,9,2
France,20 Jun 2021,McLaren Mercedes,6,8
Styria,27 Jun 2021,McLaren Mercedes,13,0
Austria,04 Jul 2021,McLaren Mercedes,7,6
Great Britain,18 Jul 2021,McLaren Mercedes,5,10
Hungary,01 Aug 2021,McLaren Mercedes,11,0
Belgium,29 Aug 2021,McLaren Mercedes,4,6
Netherlands,05 Sep 2021,McLaren Mercedes,11,0
Italy,12 Sep 2021,McLaren Mercedes,1,27
Russia,26 Sep 2021,McLaren Mercedes,4,12
Turkey,10 Oct 2021,McLaren Mercedes,13,0
United States,24 Oct 2021,McLaren Mercedes,5,10
Mexico,07 Nov 2021,McLaren Mercedes,12,0
Brazil,14 Nov 2021,McLaren Mercedes,DNF,0
Qatar,21 Nov 2021,McLaren Mercedes,12,0
Saudi Arabia,05 Dec 2021,McLaren Mercedes,5,10
Abu Dhabi,12 Dec 2021,McLaren Mercedes,12,0
