GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Bahrain,28 Mar 2021,Aston Martin Mercedes,15,0
Emilia Romagna,18 Apr 2021,Aston Martin Mercedes,DNF,0
Portugal,02 May 2021,Aston Martin Mercedes,13,0
Spain,09 May 2021,Aston Martin Mercedes,13,0
Monaco,23 May 2021,Aston Martin Mercedes,5,10
Azerbaijan,06 Jun 2021,Aston Martin Mercedes,2,18
France,20 Jun 2021,Aston Martin Mercedes,9,2
Styria,27 Jun 2021,Aston Martin Mercedes,12,0
Austria,04 Jul 2021,Aston Martin Mercedes,DNF,0
Great Britain,18 Jul 2021,Aston Martin Mercedes,DNF,0
Hungary,01 Aug 2021,Aston Martin Mercedes,DSQ,0
Belgium,29 Aug 2021,Aston Martin Mercedes,5,5
Netherlands,05 Sep 2021,Aston Martin Mercedes,13,0
Italy,12 Sep 2021,Aston Martin Mercedes,12,0
Russia,26 Sep 2021,Aston Martin Mercedes,12,0
Turkey,10 Oct 2021,Aston Martin Mercedes,18,0
United States,24 Oct 2021,Aston Martin Mercedes,10,1
Mexico,07 Nov 2021,Aston Martin Mercedes,7,6
Brazil,14 Nov 2021,Aston Martin Mercedes,11,0
Qatar,21 Nov 2021,Aston Martin Mercedes,10,1
Saudi Arabia,05 Dec 2021,Aston Martin Mercedes,DNF,0
Abu Dhabi,12 Dec 2021,Aston Martin Mercedes,11,0
