GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Bahrain,28 Mar 2021,Red Bull Racing Honda,2,18
Emilia Romagna,18 Apr 2021,Red Bull Racing Honda,1,25
Portugal,02 May 2021,Red Bull Racing Honda,2,18
Spain,09 May 2021,Red Bull Racing Honda,2,19
Monaco,23 May 2021,Red Bull Racing Honda,1,25
Azerbaijan,06 Jun 2021,Red Bull Racing Honda,DNF,0
France,20 Jun 2021,Red Bull Racing Honda,1,26
Styria,27 Jun 2021,Red Bull Racing Honda,1,25
Austria,04 Jul 2021,Red Bull Racing Honda,1,26
Great Britain,18 Jul 2021,Red Bull Racing Honda,DNF,3
Hungary,01 Aug 2021,Red Bull Racing Honda,9,2
Belgium,29 Aug 2021,Red Bull Racing Honda,1,12.5
Netherlands,05 Sep 2021,Red Bull Racing Honda,1,25
Italy,12 Sep 2021,Red Bull Racing Honda,DNF,2
Russia,26 Sep 2021,Red Bull Racing Honda,2,18
Turkey,10 Oct 2021,Red Bull Racing Honda,2,18
United States,24 Oct 2021,Red Bull Racing Honda,1,25
Mexico,07 Nov 2021,Red Bull Racing Honda,1,25
Brazil,14 Nov 2021,Red Bull Racing Honda,2,20
Qatar,21 Nov 2021,Red Bull Racing Honda,2,19
Saudi Arabia,05 Dec 2021,Red Bull Racing Honda,2,18
Abu Dhabi,12 Dec 2021,Red Bull Racing Honda,1,26
