GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Bahrain,28 Mar 2021,Ferrari,8,4
Emilia Romagna,18 Apr 2021,Ferrari,5,10
Portugal,02 May 2021,Ferrari,11,0
Spain,09 May 2021,Ferrari,7,6
Monaco,23 May 2021,Ferrari,2,18
Azerbaijan,06 Jun 2021,Ferrari,8,4
France,20 Jun 2021,Ferrari,11,0
Styria,27 Jun 2021,Ferrari,6,8
Austria,04 Jul 2021,Ferrari,5,10
Great Britain,18 Jul 2021,Ferrari,6,8
Hungary,01 Aug 2021,Ferrari,3,15
Belgium,29 Aug 2021,Ferrari,10,0.5
Netherlands,05 Sep 2021,Ferrari,7,6
Italy,12 Sep 2021,Ferrari,6,8
Russia,26 Sep 2021,Ferrari,3,15
Turkey,10 Oct 2021,Ferrari,8,4
United States,24 Oct 2021,Ferrari,7,6
Mexico,07 Nov 2021,Ferrari,6,8
Brazil,14 Nov 2021,Ferrari,6,9
Qatar,21 Nov 2021,Ferrari,7,6
Saudi Arabia,05 Dec 2021,Ferrari,8,4
Abu Dhabi,12 Dec 2021,Ferrari,3,15
