GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Bahrain,28 Mar 2021,Aston Martin Mercedes,10,1
Emilia Romagna,18 Apr 2021,Aston Martin Mercedes,8,4
Portugal,02 May 2021,Aston Martin Mercedes,14,0
Spain,09 May 2021,Aston Martin Mercedes,11,0
Monaco,23 May 2021,Aston Martin Mercedes,8,4
Azerbaijan,06 Jun 2021,Aston Martin Mercedes,DNF,0
France,20 Jun 2021,Aston Martin Mercedes,10,1
Styria,27 Jun 2021,Aston Martin Mercedes,8,4
Austria,04 Jul 2021,Aston Martin Mercedes,13,0
Great Britain,18 Jul 2021,Aston Martin Mercedes,8,4
Hungary,01 Aug 2021,Aston Martin Mercedes,DNF,0
Belgium,29 Aug 2021,Aston Martin Mercedes,20,0
Netherlands,05 Sep 2021,Aston Martin Mercedes,12,0
Italy,12 Sep 2021,Aston Martin Mercedes,7,6
Russia,26 Sep 2021,Aston Martin Mercedes,11,0
Turkey,10 Oct 2021,Aston Martin Mercedes,9,2
United States,24 Oct 2021,Aston Martin Mercedes,12,0
Mexico,07 Nov 2021,Aston Martin Mercedes,14,0
Brazil,14 Nov 2021,Aston Martin Mercedes,DNF,0
Qatar,21 Nov 2021,Aston Martin Mercedes,6,8
Saudi Arabia,05 Dec 2021,Aston Martin Mercedes,11,0
Abu Dhabi,12 Dec 2021,Aston Martin Mercedes,13,0
