GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Bahrain,28 Mar 2021,Mercedes,1,25
Emilia Romagna,18 Apr 2021,Mercedes,2,19
Portugal,02 May 2021,Mercedes,1,25
Spain,09 May 2021,Mercedes,1,25
Monaco,23 May 2021,Mercedes,7,7
Azerbaijan,06 Jun 2021,Mercedes,15,0
France,20 Jun 2021,Mercedes,2,18
Styria,27 Jun 2021,Mercedes,2,19
Austria,04 Jul 2021,Mercedes,4,12
Great Britain,18 Jul 2021,Mercedes,1,27
Hungary,01 Aug 2021,Mercedes,2,18
Belgium,29 Aug 2021,Mercedes,3,7.5
Netherlands,05 Sep 2021,Mercedes,2,19
Italy,12 Sep 2021,Mercedes,DNF,0
Russia,26 Sep 2021,Mercedes,1,25
Turkey,10 Oct 2021,Mercedes,5,10
United States,24 Oct 2021,Mercedes,2,19
Mexico,07 Nov 2021,Mercedes,2,18
Brazil,14 Nov 2021,Mercedes,1,25
Qatar,21 Nov 2021,Mercedes,1,25
Saudi Arabia,05 Dec 2021,Mercedes,1,26
Abu Dhabi,12 Dec 2021,Mercedes,2,18
