GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Bahrain,28 Mar 2021,Red Bull Racing Honda,5,10
Emilia Romagna,18 Apr 2021,Red Bull Racing Honda,11,0
Portugal,02 May 2021,Red Bull Racing Honda,4,12
Spain,09 May 2021,Red Bull Racing Honda,5,10
Monaco,23 May 2021,Red Bull Racing Honda,4,12
Azerbaijan,06 Jun 2021,Red Bull Racing Honda,1,25
France,20 Jun 2021,Red Bull Racing Honda,3,15
Styria,27 Jun 2021,Red Bull Racing Honda,4,12
Austria,04 Jul 2021,Red Bull Racing Honda,6,8
Great Britain,18 Jul 2021,Red Bull Racing Honda,16,0
Hungary,01 Aug 2021,Red Bull Racing Honda,DNF,0
Belgium,29 Aug 2021,Red Bull Racing Honda,19,0
Netherlands,05 Sep 2021,Red Bull Racing Honda,8,4
Italy,12 Sep 2021,Red Bull Racing Honda,5,10
Russia,26 Sep 2021,Red Bull Racing Honda,9,2
Turkey,10 Oct 2021,Red Bull Racing Honda,3,15
United States,24 Oct 2021,Red Bull Racing Honda,3,15
Mexico,07 Nov 2021,Red Bull Racing Honda,3,15
Brazil,14 Nov 2021,Red Bull Racing Honda,4,13
Qatar,21 Nov 2021,Red Bull Racing Honda,4,12
Saudi Arabia,05 Dec 2021,Red Bull Racing Honda,DNF,0
Abu Dhabi,12 Dec 2021,Red Bull Racing Honda,DNF,0
