GRAND PRIX,DATE,PTS
Australia,09 Mar 2003,0
Malaysia,23 Mar 2003,0
Brazil,06 Apr 2003,0
San Marino,20 Apr 2003,0
Spain,04 May 2003,2
Austria,18 May 2003,2
Monaco,01 Jun 2003,0
Canada,15 Jun 2003,2
Europe,29 Jun 2003,3
France,06 Jul 2003,3
Great Britain,20 Jul 2003,0
Germany,03 Aug 2003,0
Hungary,24 Aug 2003,3
Italy,14 Sep 2003,2
United States,28 Sep 2003,1
Japan,12 Oct 2003,0
