GRAND PRIX,DATE,PTS
Monaco,26 May 1963,0
Belgium,09 Jun 1963,0
Netherlands,23 Jun 1963,0
France,30 Jun 1963,1
Great Britain,20 Jul 1963,1
Germany,04 Aug 1963,2
Italy,08 Sep 1963,0
United States,06 Oct 1963,0
Mexico,27 Oct 1963,0
