GRAND PRIX,DATE,PTS
Monaco,26 May 1963,9
Belgium,09 Jun 1963,3
Netherlands,23 Jun 1963,2
France,30 Jun 1963,0
Great Britain,20 Jul 1963,4
Germany,04 Aug 1963,4
Italy,08 Sep 1963,6
United States,06 Oct 1963,9
Mexico,27 Oct 1963,4
South Africa,28 Dec 1963,4
