POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,2,John Surtees,Ferrari,78,2:10:51.800,9
2,26,Bruce McLaren,Cooper Climax,78,+66.000s,6
3,4,Lorenzo Bandini,Ferrari,77,+1 lap,4
4,20,Richie Ginther,BRM,77,+1 lap,3
5,46,Innes Ireland,BRP BRM,77,+1 lap,2
6,10,Mike Spence,Lotus Climax,77,+1 lap,1
7,12,Jo Siffert,Brabham BRM,77,+1 lap,0
8,30,Giancarlo Baghetti,BRM,77,+1 lap,0
9,6,Ludovico Scarfiotti,Ferrari,77,+1 lap,0
10,16,Dan Gurney,Brabham Climax,75,+3 laps,0
11,22,Bob Anderson,Brabham Climax,75,+3 laps,0
12,34,Jo Bonnier,Brabham Climax,74,+4 laps,0
13,38,Peter Revson,Lotus BRM,72,+6 laps,0
14,14,Jack Brabham,Brabham Climax,59,DNF,0
NC,8,Jim Clark,Lotus Climax,27,DNF,0
NC,50,Mario de Araujo Cabral,Derrington-Francis ATS,24,DNF,0
NC,48,Maurice Trintignant,BRM,21,DNF,0
NC,28,Ronnie Bucknum,Honda,12,DNF,0
NC,40,Mike Hailwood,Lotus BRM,4,DNF,0
NC,18,Graham Hill,BRM,0,DNF,0
