POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,7,John Surtees,Ferrari,15,2:12:04.800,9
2,3,Graham Hill,BRM,15,+75.600s,6
3,8,Lorenzo Bandini,Ferrari,15,+292.800s,4
4,19,Jo Siffert,Brabham BRM,15,+323.100s,3
5,22,Maurice Trintignant,BRM,14,DNF,2
6,26,Tony Maggs,BRM,14,+1 lap,1
7,4,Richie Ginther,BRM,14,+1 lap,0
8,2,Mike Spence,Lotus Climax,14,+1 lap,0
9,23,Gerhard Mitter,Lotus Climax,14,+1 lap,0
10,5,Dan Gurney,Brabham Climax,14,+1 lap,0
11,14,Chris Amon,Lotus BRM,12,DNF,0
12,6,Jack Brabham,Brabham Climax,11,DNF,0
13,20,Ronnie Bucknum,Honda,11,DNF,0
14,27,Peter Revson,Lotus BRM,10,DNF,0
NC,1,Jim Clark,Lotus Climax,7,DNF,0
NC,9,Bruce McLaren,Cooper Climax,4,DNF,0
NC,16,Bob Anderson,Brabham Climax,4,DNF,0
NC,12,Edgar Barth,Cooper Climax,3,DNF,0
NC,18,Giancarlo Baghetti,BRM,2,DNF,0
NC,10,Phil Hill,Cooper Climax,1,DNF,0
NC,15,Mike Hailwood,Lotus BRM,0,DNF,0
NC,11,Jo Bonnier,Brabham BRM,0,DNF,0
