GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Brazil,13 Mar 1983,Ferrari,10,0
USA West,27 Mar 1983,Ferrari,3,4
France,17 Apr 1983,Ferrari,7,0
San Marino,01 May 1983,Ferrari,3,4
Monaco,15 May 1983,Ferrari,DNF,0
Belgium,22 May 1983,Ferrari,DNF,0
Detroit,05 Jun 1983,Ferrari,DNF,0
Canada,12 Jun 1983,Ferrari,1,9
Great Britain,16 Jul 1983,Ferrari,5,2
Germany,07 Aug 1983,Ferrari,1,9
Austria,14 Aug 1983,Ferrari,2,6
Netherlands,28 Aug 1983,Ferrari,1,9
Italy,11 Sep 1983,Ferrari,2,6
Europe,25 Sep 1983,Ferrari,9,0
South Africa,15 Oct 1983,Ferrari,DNF,0
