GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Brazil,13 Mar 1983,McLaren Ford,DNF,0
USA West,27 Mar 1983,McLaren Ford,1,9
France,17 Apr 1983,McLaren Ford,DNF,0
San Marino,01 May 1983,McLaren Ford,5,2
Belgium,22 May 1983,McLaren Ford,DNF,0
Detroit,05 Jun 1983,McLaren Ford,3,4
Canada,12 Jun 1983,McLaren Ford,6,1
Great Britain,16 Jul 1983,McLaren Ford,9,0
Germany,07 Aug 1983,McLaren Ford,5,2
Austria,14 Aug 1983,McLaren Ford,9,0
Netherlands,28 Aug 1983,McLaren Ford,3,4
Italy,11 Sep 1983,McLaren TAG,DNF,0
Europe,25 Sep 1983,McLaren TAG,DNF,0
