GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Brazil,13 Mar 1983,Tyrrell Ford,DNF,0
USA West,27 Mar 1983,Tyrrell Ford,9,0
France,17 Apr 1983,Tyrrell Ford,8,0
San Marino,01 May 1983,Tyrrell Ford,DNF,0
Belgium,22 May 1983,Tyrrell Ford,14,0
Detroit,05 Jun 1983,Tyrrell Ford,1,9
Canada,12 Jun 1983,Tyrrell Ford,8,0
Great Britain,16 Jul 1983,Tyrrell Ford,13,0
Germany,07 Aug 1983,Tyrrell Ford,DNF,0
Austria,14 Aug 1983,Tyrrell Ford,DNF,0
Netherlands,28 Aug 1983,Tyrrell Ford,6,1
Italy,11 Sep 1983,Tyrrell Ford,DNF,0
Europe,25 Sep 1983,Tyrrell Ford,DNF,0
South Africa,15 Oct 1983,Tyrrell Ford,DNF,0
