POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,18,Pastor Maldonado,Williams Renault,66,1:39:09.145,25
2,5,Fernando Alonso,Ferrari,66,+3.195s,18
3,9,Kimi Räikkönen,Lotus Renault,66,+3.884s,15
4,10,Romain Grosjean,Lotus Renault,66,+14.799s,12
5,14,Kamui Kobayashi,Sauber Ferrari,66,+64.641s,10
6,1,Sebastian Vettel,Red Bull Racing Renault,66,+67.576s,8
7,8,Nico Rosberg,Mercedes,66,+77.919s,6
8,4,Lewis Hamilton,McLaren Mercedes,66,+78.140s,4
9,3,Jenson Button,McLaren Mercedes,66,+85.246s,2
10,12,Nico Hulkenberg,Force India Mercedes,65,+1 lap,1
11,2,Mark Webber,Red Bull Racing Renault,65,+1 lap,0
12,17,Jean-Eric Vergne,STR Ferrari,65,+1 lap,0
13,16,Daniel Ricciardo,STR Ferrari,65,+1 lap,0
14,11,Paul di Resta,Force India Mercedes,65,+1 lap,0
15,6,Felipe Massa,Ferrari,65,+1 lap,0
16,20,Heikki Kovalainen,Caterham Renault,65,+1 lap,0
17,21,Vitaly Petrov,Caterham Renault,65,+1 lap,0
18,24,Timo Glock,Marussia Cosworth,64,+2 laps,0
19,22,Pedro de la Rosa,HRT Cosworth,63,+3 laps,0
NC,15,Sergio Perez,Sauber Ferrari,37,DNF,0
NC,25,Charles Pic,Marussia Cosworth,35,DNF,0
NC,23,Narain Karthikeyan,HRT Cosworth,22,DNF,0
NC,19,Bruno Senna,Williams Renault,12,DNF,0
NC,7,Michael Schumacher,Mercedes,12,DNF,0
