GRAND PRIX,DRIVER,CAR,TIME
Bahrain,Zhou Guanyu,Alfa Romeo Ferrari,1:33.996
Saudi Arabia,Max Verstappen,Red Bull Racing Honda RBPT,1:31.906
Australia,Sergio Perez,Red Bull Racing Honda RBPT,1:20.235
Azerbaijan,George Russell,Mercedes,1:43.370
Miami,Max Verstappen,Red Bull Racing Honda RBPT,1:29.708
Monaco,Lewis Hamilton,Mercedes,1:15.650
Spain,Max Verstappen,Red Bull Racing Honda RBPT,1:16.330
