POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,15,Sebastian Vettel,STR Ferrari,53,1:26:47.494,10
2,23,Heikki Kovalainen,McLaren Mercedes,53,+12.512s,8
3,4,Robert Kubica,Sauber BMW,53,+20.471s,6
4,5,Fernando Alonso,Renault,53,+23.903s,5
5,3,Nick Heidfeld,Sauber BMW,53,+27.748s,4
6,2,Felipe Massa,Ferrari,53,+28.816s,3
7,22,Lewis Hamilton,McLaren Mercedes,53,+29.912s,2
8,10,Mark Webber,Red Bull Renault,53,+32.048s,1
9,1,Kimi Räikkönen,Ferrari,53,+39.468s,0
10,6,Nelson Piquet,Renault,53,+54.445s,0
11,12,Timo Glock,Toyota,53,+58.888s,0
12,8,Kazuki Nakajima,Williams Toyota,53,+62.015s,0
13,11,Jarno Trulli,Toyota,53,+65.954s,0
14,7,Nico Rosberg,Williams Toyota,53,+68.635s,0
15,16,Jenson Button,Honda,53,+73.370s,0
16,9,David Coulthard,Red Bull Renault,52,+1 lap,0
17,17,Rubens Barrichello,Honda,52,+1 lap,0
18,14,Sebastien Bourdais,STR Ferrari,52,+1 lap,0
19,20,Adrian Sutil,Force India Ferrari,51,+2 laps,0
NC,21,Giancarlo Fisichella,Force India Ferrari,11,DNF,0
