POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,9,Mika Hakkinen,McLaren Mercedes,69,1:38:57.771,10
2,10,David Coulthard,McLaren Mercedes,69,+1.654s,6
3,3,Jacques Villeneuve,Williams Renault,69,+1.803s,4
4,8,Gerhard Berger,Benetton Renault,69,+1.919s,3
5,6,Eddie Irvine,Ferrari,69,+3.789s,2
6,4,Heinz-Harald Frentzen,Williams Renault,69,+4.537s,1
7,14,Olivier Panis,Prost Mugen Honda,69,+67.145s,0
8,16,Johnny Herbert,Sauber Petronas,69,+72.961s,0
9,23,Jan Magnussen,Stewart Ford,69,+77.487s,0
10,15,Shinji Nakano,Prost Mugen Honda,69,+78.215s,0
11,12,Giancarlo Fisichella,Jordan Peugeot,68,+1 lap,0
12,19,Mika Salo,Tyrrell Ford,68,+1 lap,0
13,7,Jean Alesi,Benetton Renault,68,+1 lap,0
14,17,Norberto Fontana,Sauber Petronas,68,+1 lap,0
15,21,Tarso Marques,Minardi Hart,68,+1 lap,0
16,18,Jos Verstappen,Tyrrell Ford,68,+1 lap,0
17,20,Ukyo Katayama,Minardi Hart,68,+1 lap,0
NC,5,Michael Schumacher,Ferrari,47,DNF,0
NC,1,Damon Hill,Arrows Yamaha,47,DNF,0
NC,11,Ralf Schumacher,Jordan Peugeot,44,DNF,0
NC,22,Rubens Barrichello,Stewart Ford,30,DNF,0
NC,2,Pedro Diniz,Arrows Yamaha,11,DNF,0
