POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,3,Jacques Villeneuve,Williams Renault,71,1:27:35.999,10
2,10,David Coulthard,McLaren Mercedes,71,+2.909s,6
3,4,Heinz-Harald Frentzen,Williams Renault,71,+3.962s,4
4,12,Giancarlo Fisichella,Jordan Peugeot,71,+12.127s,3
5,11,Ralf Schumacher,Jordan Peugeot,71,+31.859s,2
6,5,Michael Schumacher,Ferrari,71,+33.410s,1
7,1,Damon Hill,Arrows Yamaha,71,+37.207s,0
8,16,Johnny Herbert,Sauber Petronas,71,+49.057s,0
9,17,Gianni Morbidelli,Sauber Petronas,71,+66.455s,0
10,8,Gerhard Berger,Benetton Renault,70,+1 lap,0
11,20,Ukyo Katayama,Minardi Hart,69,+2 laps,0
12,18,Jos Verstappen,Tyrrell Ford,69,+2 laps,0
13,2,Pedro Diniz,Arrows Yamaha,67,DNF,0
14,22,Rubens Barrichello,Stewart Ford,64,DNF,0
NC,14,Jarno Trulli,Prost Mugen Honda,58,DNF,0
NC,23,Jan Magnussen,Stewart Ford,58,DNF,0
NC,15,Shinji Nakano,Prost Mugen Honda,57,DNF,0
NC,19,Mika Salo,Tyrrell Ford,48,DNF,0
NC,6,Eddie Irvine,Ferrari,38,DNF,0
NC,7,Jean Alesi,Benetton Renault,37,DNF,0
NC,9,Mika Hakkinen,McLaren Mercedes,1,DNF,0
