POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,5,Michael Schumacher,Ferrari,44,1:33:46.717,10
2,12,Giancarlo Fisichella,Jordan Peugeot,44,+26.753s,6
3,4,Heinz-Harald Frentzen,Williams Renault,44,+32.147s,4
4,16,Johnny Herbert,Sauber Petronas,44,+39.025s,3
5,3,Jacques Villeneuve,Williams Renault,44,+42.103s,2
6,8,Gerhard Berger,Benetton Renault,44,+63.741s,1
7,2,Pedro Diniz,Arrows Yamaha,44,+85.931s,0
8,7,Jean Alesi,Benetton Renault,44,+102.008s,0
9,17,Gianni Morbidelli,Sauber Petronas,44,+102.582s,0
10,6,Eddie Irvine,Ferrari,43,DNF,0
11,19,Mika Salo,Tyrrell Ford,43,+1 lap,0
12,23,Jan Magnussen,Stewart Ford,43,+1 lap,0
13,1,Damon Hill,Arrows Yamaha,42,DNF,0
14,20,Ukyo Katayama,Minardi Hart,42,DNF,0
15,14,Jarno Trulli,Prost Mugen Honda,42,+2 laps,0
NC,18,Jos Verstappen,Tyrrell Ford,25,DNF,0
NC,11,Ralf Schumacher,Jordan Peugeot,21,DNF,0
NC,10,David Coulthard,McLaren Mercedes,19,DNF,0
NC,21,Tarso Marques,Minardi Hart,18,DNF,0
NC,22,Rubens Barrichello,Stewart Ford,8,DNF,0
NC,15,Shinji Nakano,Prost Mugen Honda,5,DNF,0
