GRAND PRIX,DRIVER,CAR,TIME
South Africa,Jim Clark,Lotus Climax,1:27.600
Monaco,Graham Hill,BRM,1:31.700
Belgium,Jim Clark,Lotus Climax,4:12.900
France,Jim Clark,Lotus Climax,3:18.900
Great Britain,Graham Hill,BRM,1:32.200
Netherlands,Jim Clark,Lotus Climax,1:30.600
Germany,Jim Clark,Lotus Climax,8:24.100
Italy,Jim Clark,Lotus Climax,1:36.400
United States,Graham Hill,BRM,1:11.900
Mexico,Dan Gurney,Brabham Climax,1:55.840
