GRAND PRIX,DATE,PTS
South Africa,23 Jan 1982,8
Brazil,21 Mar 1982,0
USA West,04 Apr 1982,6
Belgium,09 May 1982,6
Monaco,23 May 1982,1
Detroit,06 Jun 1982,5
Canada,13 Jun 1982,0
Netherlands,03 Jul 1982,6
Great Britain,18 Jul 1982,2
France,25 Jul 1982,2
Germany,08 Aug 1982,4
Austria,15 Aug 1982,6
Switzerland,29 Aug 1982,9
Italy,12 Sep 1982,0
Las Vegas,25 Sep 1982,3
