GRAND PRIX,DATE,PTS
South Africa,23 Jan 1982,0
Belgium,09 May 1982,2
Monaco,23 May 1982,0
Canada,13 Jun 1982,9
Netherlands,03 Jul 1982,6
Great Britain,18 Jul 1982,0
France,25 Jul 1982,0
Germany,08 Aug 1982,0
Austria,15 Aug 1982,0
Switzerland,29 Aug 1982,5
Italy,12 Sep 1982,0
Las Vegas,25 Sep 1982,0
