GRAND PRIX,DATE,PTS
Bahrain,12 Mar 2006,5
Malaysia,19 Mar 2006,0
Australia,02 Apr 2006,0
San Marino,23 Apr 2006,3
Europe,07 May 2006,2
Spain,14 May 2006,0
Monaco,28 May 2006,0
Great Britain,11 Jun 2006,0
Canada,25 Jun 2006,0
United States,02 Jul 2006,0
France,16 Jul 2006,0
Germany,30 Jul 2006,0
Hungary,06 Aug 2006,0
Turkey,27 Aug 2006,0
Italy,10 Sep 2006,0
China,01 Oct 2006,1
Japan,08 Oct 2006,0
Brazil,22 Oct 2006,0
