GRAND PRIX,DATE,PTS
Bahrain,12 Mar 2006,5
Malaysia,19 Mar 2006,6
Australia,02 Apr 2006,2
San Marino,23 Apr 2006,2
Europe,07 May 2006,4
Spain,14 May 2006,5
Monaco,28 May 2006,5
Great Britain,11 Jun 2006,0
Canada,25 Jun 2006,0
United States,02 Jul 2006,3
France,16 Jul 2006,0
Germany,30 Jul 2006,5
Hungary,06 Aug 2006,15
Turkey,27 Aug 2006,6
Italy,10 Sep 2006,7
China,01 Oct 2006,8
Japan,08 Oct 2006,5
Brazil,22 Oct 2006,8
