GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Netherlands,20 May 1962,Lotus Climax,DNF,0
Belgium,17 Jun 1962,Lotus BRM,DNF,0
France,08 Jul 1962,Lotus BRM,DNF,0
Great Britain,21 Jul 1962,Lotus Climax,7,0
Italy,16 Sep 1962,Lotus BRM,12,0
United States,07 Oct 1962,Lotus BRM,6,1
