GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Brazil,31 Mar 1996,Sauber Ford,DNF,0
Argentina,07 Apr 1996,Sauber Ford,9,0
Europe,28 Apr 1996,Sauber Ford,7,0
San Marino,05 May 1996,Sauber Ford,DNF,0
Monaco,19 May 1996,Sauber Ford,3,4
Spain,02 Jun 1996,Sauber Ford,DNF,0
Canada,16 Jun 1996,Sauber Ford,7,0
Great Britain,14 Jul 1996,Sauber Ford,9,0
Germany,28 Jul 1996,Sauber Ford,DNF,0
Hungary,11 Aug 1996,Sauber Ford,DNF,0
Belgium,25 Aug 1996,Sauber Ford,DNF,0
Italy,08 Sep 1996,Sauber Ford,DNF,0
Portugal,22 Sep 1996,Sauber Ford,8,0
Japan,13 Oct 1996,Sauber Ford,10,0
