GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,10 Mar 1996,McLaren Mercedes,5,2
Brazil,31 Mar 1996,McLaren Mercedes,4,3
Argentina,07 Apr 1996,McLaren Mercedes,DNF,0
Europe,28 Apr 1996,McLaren Mercedes,8,0
San Marino,05 May 1996,McLaren Mercedes,DNF,0
Monaco,19 May 1996,McLaren Mercedes,DNF,1
Spain,02 Jun 1996,McLaren Mercedes,5,2
Canada,16 Jun 1996,McLaren Mercedes,5,2
France,30 Jun 1996,McLaren Mercedes,5,2
Great Britain,14 Jul 1996,McLaren Mercedes,3,4
Germany,28 Jul 1996,McLaren Mercedes,DNF,0
Hungary,11 Aug 1996,McLaren Mercedes,4,3
Belgium,25 Aug 1996,McLaren Mercedes,3,4
Italy,08 Sep 1996,McLaren Mercedes,3,4
Portugal,22 Sep 1996,McLaren Mercedes,DNF,0
Japan,13 Oct 1996,McLaren Mercedes,3,4
