POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,3,Michael Schumacher,Ferrari,73,1:36:30.883,10
2,4,Rubens Barrichello,Ferrari,73,+12.118s,6
3,5,Heinz-Harald Frentzen,Jordan Mugen Honda,73,+17.368s,4
4,22,Jacques Villeneuve,BAR Honda,73,+17.935s,3
5,2,David Coulthard,McLaren Mercedes,73,+28.813s,2
6,23,Ricardo Zonta,BAR Honda,73,+51.694s,1
7,7,Eddie Irvine,Jaguar Cosworth,73,+71.115s,0
8,16,Pedro Diniz,Sauber Petronas,72,+1 lap,0
9,15,Nick Heidfeld,Prost Peugeot,72,+1 lap,0
10,12,Alexander Wurz,Benetton Playlife,72,+1 lap,0
11,8,Johnny Herbert,Jaguar Cosworth,72,+1 lap,0
12,20,Marc Gene,Minardi Fondmetal,72,+1 lap,0
NC,14,Jean Alesi,Prost Peugeot,64,DNF,0
NC,21,Gaston Mazzacane,Minardi Fondmetal,59,DNF,0
NC,9,Ralf Schumacher,Williams BMW,58,DNF,0
NC,18,Pedro de la Rosa,Arrows Supertec,45,DNF,0
NC,11,Giancarlo Fisichella,Benetton Playlife,44,DNF,0
NC,19,Jos Verstappen,Arrows Supertec,34,DNF,0
NC,1,Mika Hakkinen,McLaren Mercedes,25,DNF,0
NC,17,Mika Salo,Sauber Petronas,18,DNF,0
NC,10,Jenson Button,Williams BMW,14,DNF,0
NC,6,Jarno Trulli,Jordan Mugen Honda,12,DNF,0
